Job_ID,Operation_ID,Op_Seq,Part_Type,Quantity,Op_Type,Mat_Type,Tool_Group,Proc_Time_per_Unit,Setup_Time,Transfer_Min,Release_Day,Due_Day,Priority,Outsource_Flag,Vendor_Ref
J133,J133_Op1,1,AG,100,MILLING,ALUM,TGB,0.55,35,5,49,3,4,Y,V_Mill_Std
J133,J133_Op2,2,AG,100,TURNING,ALUM,TGC,0.35,25,5,49,3,4,N,N/A
J134,J134_Op1,1,AH,380,TURNING,STEEL,TGD,0.65,40,5,49,10,1,Y,V_Turn_Std
J134,J134_Op2,2,AH,380,MILLING,STEEL,TGA,0.55,35,5,49,10,1,N,N/A
J134,J134_Op3,3,AH,380,GRINDING,STEEL,TGB,0.25,20,5,49,10,1,Y,V_Grind_Pro
J135,J135_Op1,1,AI,150,MILLING,BRASS,TGC,0.45,25,5,50,6,3,N,N/A
J135,J135_Op2,2,AI,150,DRILLING,BRASS,TGD,0.18,10,5,50,6,3,N,N/A
J136,J136_Op1,1,AJ,230,TURNING,TITAN,TGA,0.6,40,10,50,7,2,Y,V_Turn_Pro
J136,J136_Op2,2,AJ,230,MILLING,TITAN,TGB,0.5,35,10,50,7,2,Y,V_Mill_Pro
J136,J136_Op3,3,AJ,230,GRINDING,TITAN,TGC,0.2,15,10,50,7,2,N,N/A
J137,J137_Op1,1,AK,125,MILLING,ALUM,TGD,0.6,40,5,51,4,4,Y,V_Mill_Std
J137,J137_Op2,2,AK,125,TURNING,ALUM,TGA,0.4,25,5,51,4,4,N,N/A
J138,J138_Op1,1,AL,320,TURNING,STEEL,TGB,0.65,40,5,51,9,1,Y,V_Turn_Std
J138,J138_Op2,2,AL,320,MILLING,STEEL,TGC,0.55,35,5,51,9,1,N,N/A
J139,J139_Op1,1,AM,200,MILLING,BRASS,TGD,0.45,30,5,52,6,3,N,N/A
J139,J139_Op2,2,AM,200,DRILLING,BRASS,TGA,0.15,10,5,52,6,3,N,N/A
J139,J139_Op3,3,AM,200,GRINDING,BRASS,TGB,0.05,5,5,52,6,3,Y,V_Grind_Pro
J140,J140_Op1,1,AN,140,TURNING,TITAN,TGC,0.75,50,10,52,7,2,Y,V_Turn_Pro
J140,J140_Op2,2,AN,140,MILLING,TITAN,TGD,0.65,45,10,52,7,2,N,N/A
J141,J141_Op1,1,AO,180,MILLING,ALUM,TGA,0.4,25,5,53,5,3,Y,V_Mill_Std
J141,J141_Op2,2,AO,180,TURNING,ALUM,TGB,0.25,15,5,53,5,3,N,N/A
J142,J142_Op1,1,AP,280,TURNING,STEEL,TGC,0.5,35,5,53,8,2,N,N/A
J142,J142_Op2,2,AP,280,MILLING,STEEL,TGD,0.4,30,5,53,8,2,N,N/A
J142,J142_Op3,3,AP,280,GRINDING,STEEL,TGA,0.12,10,5,53,8,2,Y,V_Grind_Std
J143,J143_Op1,1,AQ,115,MILLING,BRASS,TGB,0.55,35,5,54,3,4,Y,V_Mill_Std
J143,J143_Op2,2,AQ,115,DRILLING,BRASS,TGC,0.2,15,5,54,3,4,N,N/A
J144,J144_Op1,1,AR,400,TURNING,TITAN,TGD,0.6,40,10,54,10,1,Y,V_Turn_Pro
J144,J144_Op2,2,AR,400,MILLING,TITAN,TGA,0.5,35,10,54,10,1,Y,V_Mill_Pro
J145,J145_Op1,1,AS,160,MILLING,ALUM,TGB,0.45,30,5,55,6,3,N,N/A
J145,J145_Op2,2,AS,160,TURNING,ALUM,TGC,0.3,20,5,55,6,3,N,N/A
J146,J146_Op1,1,AT,250,TURNING,STEEL,TGD,0.55,35,5,55,7,2,N,N/A
J146,J146_Op2,2,AT,250,MILLING,STEEL,TGA,0.45,30,5,55,7,2,N,N/A
J146,J146_Op3,3,AT,250,GRINDING,STEEL,TGB,0.18,15,5,55,7,2,Y,V_Grind_Pro
J147,J147_Op1,1,AU,130,MILLING,BRASS,TGC,0.7,45,5,56,4,4,Y,V_Mill_Std
J147,J147_Op2,2,AU,130,DRILLING,BRASS,TGD,0.25,20,5,56,4,4,N,N/A
J148,J148_Op1,1,AV,340,TURNING,TITAN,TGA,0.65,40,10,56,9,1,N,N/A
J148,J148_Op2,2,AV,340,MILLING,TITAN,TGB,0.55,35,10,56,9,1,Y,V_Mill_Pro
J148,J148_Op3,3,AV,340,GRINDING,TITAN,TGC,0.22,15,10,56,9,1,N,N/A
J149,J149_Op1,1,AW,200,MILLING,ALUM,TGD,0.4,25,5,57,6,3,Y,V_Mill_Std
J149,J149_Op2,2,AW,200,TURNING,ALUM,TGA,0.25,15,5,57,6,3,N,N/A
J150,J150_Op1,1,AX,150,TURNING,STEEL,TGB,0.6,40,5,57,7,2,Y,V_Turn_Std
J150,J150_Op2,2,AX,150,MILLING,STEEL,TGC,0.5,35,5,57,7,2,N,N/A
J151,J151_Op1,1,AY,190,MILLING,BRASS,TGD,0.5,30,5,58,5,3,N,N/A
J151,J151_Op2,2,AY,190,DRILLING,BRASS,TGA,0.15,10,5,58,5,3,N,N/A
J152,J152_Op1,1,AZ,300,TURNING,TITAN,TGB,0.75,50,10,58,8,2,Y,V_Turn_Pro
J152,J152_Op2,2,AZ,300,MILLING,TITAN,TGC,0.65,45,10,58,8,2,N,N/A
J153,J153_Op1,1,BA,105,MILLING,ALUM,TGD,0.6,40,5,59,3,4,Y,V_Mill_Std
J153,J153_Op2,2,BA,105,TURNING,ALUM,TGA,0.4,25,5,59,3,4,N,N/A
J153,J153_Op3,3,BA,105,GRINDING,ALUM,TGB,0.15,10,5,59,3,4,N,N/A
J154,J154_Op1,1,BB,420,TURNING,STEEL,TGC,0.6,40,5,59,10,1,Y,V_Turn_Std
J154,J154_Op2,2,BB,420,MILLING,STEEL,TGD,0.5,35,5,59,10,1,N,N/A
J154,J154_Op3,3,BB,420,GRINDING,STEEL,TGA,0.2,15,5,59,10,1,Y,V_Grind_Pro
J155,J155_Op1,1,BC,170,MILLING,BRASS,TGB,0.45,25,5,60,6,3,N,N/A
J155,J155_Op2,2,BC,170,DRILLING,BRASS,TGC,0.18,10,5,60,6,3,N,N/A
J156,J156_Op1,1,BD,270,TURNING,TITAN,TGD,0.65,40,10,60,7,2,Y,V_Turn_Pro
J156,J156_Op2,2,BD,270,MILLING,TITAN,TGA,0.55,35,10,60,7,2,Y,V_Mill_Pro
J156,J156_Op3,3,BD,270,GRINDING,TITAN,TGB,0.25,20,10,60,7,2,N,N/A
J157,J157_Op1,1,BE,130,MILLING,ALUM,TGC,0.7,45,5,61,4,4,N,N/A
J157,J157_Op2,2,BE,130,TURNING,ALUM,TGD,0.45,25,5,61,4,4,N,N/A
J158,J158_Op1,1,BF,360,TURNING,STEEL,TGA,0.75,50,5,61,9,1,Y,V_Turn_Std
J158,J158_Op2,2,BF,360,MILLING,STEEL,TGB,0.65,45,5,61,9,1,N,N/A
J159,J159_Op1,1,BG,220,MILLING,BRASS,TGC,0.4,20,5,62,6,3,Y,V_Mill_Std
J159,J159_Op2,2,BG,220,DRILLING,BRASS,TGD,0.15,10,5,62,6,3,N,N/A
J160,J160_Op1,1,BH,170,TURNING,TITAN,TGA,0.7,45,10,62,7,2,N,N/A
J160,J160_Op2,2,BH,170,MILLING,TITAN,TGB,0.6,40,10,62,7,2,Y,V_Mill_Pro
J160,J160_Op3,3,BH,170,GRINDING,TITAN,TGC,0.3,25,10,62,7,2,N,N/A
J161,J161_Op1,1,BI,210,MILLING,ALUM,TGD,0.55,35,5,63,5,3,Y,V_Mill_Std
J161,J161_Op2,2,BI,210,TURNING,ALUM,TGA,0.35,25,5,63,5,3,N,N/A
J162,J162_Op1,1,BJ,320,TURNING,STEEL,TGB,0.5,30,5,63,8,2,N,N/A
J162,J162_Op2,2,BJ,320,MILLING,STEEL,TGC,0.4,25,5,63,8,2,N,N/A
J162,J162_Op3,3,BJ,320,GRINDING,STEEL,TGD,0.15,10,5,63,8,2,Y,V_Grind_Std
J163,J163_Op1,1,BK,120,MILLING,BRASS,TGA,0.6,40,5,64,3,4,Y,V_Mill_Std
J163,J163_Op2,2,BK,120,DRILLING,BRASS,TGB,0.2,15,5,64,3,4,N,N/A
J164,J164_Op1,1,BL,450,TURNING,TITAN,TGC,0.7,45,10,64,10,1,Y,V_Turn_Pro
J164,J164_Op2,2,BL,450,MILLING,TITAN,TGD,0.6,40,10,64,10,1,Y,V_Mill_Pro
J165,J165_Op1,1,BM,190,MILLING,ALUM,TGA,0.45,30,5,65,6,3,N,N/A
J165,J165_Op2,2,BM,190,TURNING,ALUM,TGB,0.3,20,5,65,6,3,N,N/A
J166,J166_Op1,1,BN,290,TURNING,STEEL,TGC,0.55,35,5,65,7,2,N,N/A
J166,J166_Op2,2,BN,290,MILLING,STEEL,TGD,0.45,30,5,65,7,2,N,N/A
J166,J166_Op3,3,BN,290,GRINDING,STEEL,TGA,0.2,15,5,65,7,2,Y,V_Grind_Pro
J167,J167_Op1,1,BO,140,MILLING,BRASS,TGB,0.65,40,5,66,4,4,Y,V_Mill_Std
J167,J167_Op2,2,BO,140,DRILLING,BRASS,TGC,0.25,20,5,66,4,4,N,N/A
J168,J168_Op1,1,BP,380,TURNING,TITAN,TGD,0.6,40,10,66,9,1,N,N/A
J168,J168_Op2,2,BP,380,MILLING,TITAN,TGA,0.5,35,10,66,9,1,Y,V_Mill_Pro
J169,J169_Op1,1,BQ,240,MILLING,ALUM,TGB,0.4,25,5,67,6,3,Y,V_Mill_Std
J169,J169_Op2,2,BQ,240,TURNING,ALUM,TGC,0.25,15,5,67,6,3,N,N/A
J169,J169_Op3,3,BQ,240,GRINDING,ALUM,TGD,0.08,5,5,67,6,3,Y,V_Grind_Std
J170,J170_Op1,1,BR,180,TURNING,STEEL,TGA,0.6,40,5,67,7,2,Y,V_Turn_Std
J170,J170_Op2,2,BR,180,MILLING,STEEL,TGB,0.5,35,5,67,7,2,N,N/A
J171,J171_Op1,1,BS,230,MILLING,BRASS,TGC,0.55,35,5,68,5,3,N,N/A
J171,J171_Op2,2,BS,230,DRILLING,BRASS,TGD,0.18,10,5,68,5,3,N,N/A
J172,J172_Op1,1,BT,340,TURNING,TITAN,TGA,0.7,45,10,68,8,2,Y,V_Turn_Pro
J172,J172_Op2,2,BT,340,MILLING,TITAN,TGB,0.6,40,10,68,8,2,N,N/A
J172,J172_Op3,3,BT,340,GRINDING,TITAN,TGC,0.25,20,10,68,8,2,N,N/A
J173,J173_Op1,1,BU,100,MILLING,ALUM,TGD,0.65,40,5,69,3,4,Y,V_Mill_Std
J173,J173_Op2,2,BU,100,TURNING,ALUM,TGA,0.45,30,5,69,3,4,N,N/A
J174,J174_Op1,1,BV,480,TURNING,STEEL,TGB,0.65,40,5,69,10,1,Y,V_Turn_Std
J174,J174_Op2,2,BV,480,MILLING,STEEL,TGC,0.55,35,5,69,10,1,N,N/A
J174,J174_Op3,3,BV,480,GRINDING,STEEL,TGD,0.25,20,5,69,10,1,Y,V_Grind_Pro
J175,J175_Op1,1,BW,200,MILLING,BRASS,TGA,0.4,25,5,70,6,3,N,N/A
J175,J175_Op2,2,BW,200,DRILLING,BRASS,TGB,0.15,10,5,70,6,3,N,N/A
J176,J176_Op1,1,BX,310,TURNING,TITAN,TGC,0.6,40,10,70,7,2,Y,V_Turn_Pro
J176,J176_Op2,2,BX,310,MILLING,TITAN,TGD,0.5,35,10,70,7,2,Y,V_Mill_Pro
J176,J176_Op3,3,BX,310,GRINDING,TITAN,TGA,0.2,15,10,70,7,2,N,N/A
J177,J177_Op1,1,BY,150,MILLING,ALUM,TGB,0.5,30,5,71,4,4,Y,V_Mill_Std
J177,J177_Op2,2,BY,150,TURNING,ALUM,TGC,0.3,20,5,71,4,4,N,N/A
J178,J178_Op1,1,BZ,400,TURNING,STEEL,TGD,0.7,45,5,71,9,1,Y,V_Turn_Std
J178,J178_Op2,2,BZ,400,MILLING,STEEL,TGA,0.6,40,5,71,9,1,N,N/A
J179,J179_Op1,1,CA,250,MILLING,BRASS,TGB,0.45,30,5,72,6,3,N,N/A
J179,J179_Op2,2,CA,250,DRILLING,BRASS,TGC,0.18,10,5,72,6,3,N,N/A
J179,J179_Op3,3,CA,250,GRINDING,BRASS,TGD,0.08,5,5,72,6,3,Y,V_Grind_Pro
J180,J180_Op1,1,CB,190,TURNING,TITAN,TGA,0.75,50,10,72,7,2,Y,V_Turn_Pro
J180,J180_Op2,2,CB,190,MILLING,TITAN,TGB,0.65,45,10,72,7,2,N,N/A
J181,J181_Op1,1,CC,220,MILLING,ALUM,TGC,0.4,25,5,73,5,3,Y,V_Mill_Std
J181,J181_Op2,2,CC,220,TURNING,ALUM,TGD,0.25,15,5,73,5,3,N,N/A
J182,J182_Op1,1,CD,360,TURNING,STEEL,TGA,0.55,35,5,73,8,2,N,N/A
J182,J182_Op2,2,CD,360,MILLING,STEEL,TGB,0.45,30,5,73,8,2,N,N/A
J182,J182_Op3,3,CD,360,GRINDING,STEEL,TGC,0.18,15,5,73,8,2,Y,V_Grind_Std
J183,J183_Op1,1,CE,110,MILLING,BRASS,TGD,0.6,40,5,74,3,4,Y,V_Mill_Std
J183,J183_Op2,2,CE,110,DRILLING,BRASS,TGA,0.2,15,5,74,3,4,N,N/A
J184,J184_Op1,1,CF,510,TURNING,TITAN,TGB,0.7,45,10,74,10,1,N,N/A
J184,J184_Op2,2,CF,510,MILLING,TITAN,TGC,0.6,40,10,74,10,1,Y,V_Mill_Pro
J185,J185_Op1,1,CG,180,MILLING,ALUM,TGD,0.45,30,5,75,6,3,Y,V_Mill_Std
J185,J185_Op2,2,CG,180,TURNING,ALUM,TGA,0.3,20,5,75,6,3,N,N/A
J186,J186_Op1,1,CH,330,TURNING,STEEL,TGB,0.5,35,5,75,7,2,Y,V_Turn_Std
J186,J186_Op2,2,CH,330,MILLING,STEEL,TGC,0.4,30,5,75,7,2,N,N/A
J186,J186_Op3,3,CH,330,GRINDING,STEEL,TGD,0.15,10,5,75,7,2,Y,V_Grind_Pro
J187,J187_Op1,1,CI,160,MILLING,BRASS,TGA,0.55,35,5,76,4,4,N,N/A
J187,J187_Op2,2,CI,160,DRILLING,BRASS,TGB,0.18,10,5,76,4,4,N,N/A
J188,J188_Op1,1,CJ,420,TURNING,TITAN,TGC,0.65,40,10,76,9,1,Y,V_Turn_Pro
J188,J188_Op2,2,CJ,420,MILLING,TITAN,TGD,0.55,35,10,76,9,1,N,N/A
J189,J189_Op1,1,CK,260,MILLING,ALUM,TGA,0.4,25,5,77,6,3,N,N/A
J189,J189_Op2,2,CK,260,TURNING,ALUM,TGB,0.25,15,5,77,6,3,N,N/A
J190,J190_Op1,1,CL,200,TURNING,STEEL,TGC,0.6,40,5,77,7,2,Y,V_Turn_Std
J190,J190_Op2,2,CL,200,MILLING,STEEL,TGD,0.5,35,5,77,7,2,N,N/A
J190,J190_Op3,3,CL,200,GRINDING,STEEL,TGA,0.2,15,5,77,7,2,Y,V_Grind_Std
J191,J191_Op1,1,CM,240,MILLING,BRASS,TGB,0.5,30,5,78,5,3,Y,V_Mill_Std
J191,J191_Op2,2,CM,240,DRILLING,BRASS,TGC,0.15,10,5,78,5,3,N,N/A
J192,J192_Op1,1,CN,380,TURNING,TITAN,TGD,0.7,45,10,78,8,2,Y,V_Turn_Pro
J192,J192_Op2,2,CN,380,MILLING,TITAN,TGA,0.6,40,10,78,8,2,N,N/A
J193,J193_Op1,1,CO,135,MILLING,ALUM,TGB,0.65,40,5,79,3,4,Y,V_Mill_Std
J193,J193_Op2,2,CO,135,TURNING,ALUM,TGC,0.45,30,5,79,3,4,N,N/A
J193,J193_Op3,3,CO,135,GRINDING,ALUM,TGD,0.18,10,5,79,3,4,Y,V_Grind_Std
J194,J194_Op1,1,CP,540,TURNING,STEEL,TGA,0.65,40,5,79,10,1,Y,V_Turn_Std
J194,J194_Op2,2,CP,540,MILLING,STEEL,TGB,0.55,35,5,79,10,1,N,N/A
J195,J195_Op1,1,CQ,210,MILLING,BRASS,TGC,0.45,30,5,80,6,3,N,N/A
J195,J195_Op2,2,CQ,210,DRILLING,BRASS,TGD,0.18,10,5,80,6,3,N,N/A
J196,J196_Op1,1,CR,350,TURNING,TITAN,TGA,0.6,40,10,80,7,2,Y,V_Turn_Pro
J196,J196_Op2,2,CR,350,MILLING,TITAN,TGB,0.5,35,10,80,7,2,Y,V_Mill_Pro
J197,J197_Op1,1,CS,170,MILLING,ALUM,TGC,0.5,30,5,81,4,4,Y,V_Mill_Std
J197,J197_Op2,2,CS,170,TURNING,ALUM,TGD,0.3,20,5,81,4,4,N,N/A
J198,J198_Op1,1,CT,450,TURNING,STEEL,TGA,0.7,45,5,81,9,1,N,N/A
J198,J198_Op2,2,CT,450,MILLING,STEEL,TGB,0.6,40,5,81,9,1,N,N/A
J199,J199_Op1,1,CU,280,MILLING,BRASS,TGC,0.4,25,5,82,6,3,Y,V_Mill_Std
J199,J199_Op2,2,CU,280,DRILLING,BRASS,TGD,0.15,10,5,82,6,3,N,N/A
J199,J199_Op3,3,CU,280,GRINDING,BRASS,TGA,0.08,5,5,82,6,3,Y,V_Grind_Std
J200,J200_Op1,1,CV,220,TURNING,TITAN,TGB,0.75,50,10,82,7,2,Y,V_Turn_Pro
J200,J200_Op2,2,CV,220,MILLING,TITAN,TGC,0.65,45,10,82,7,2,N,N/A
J200,J200_Op3,3,CV,220,GRINDING,TITAN,TGD,0.25,20,10,82,7,2,N,N/A
J201,J201_Op1,1,A,150,MILLING,ALUM,TGA,0.43,30,5,83,5,3,Y,V_Mill_Std
J201,J201_Op2,2,A,150,TURNING,ALUM,TGB,0.27,20,5,83,5,3,N,N/A
J202,J202_Op1,1,B,200,TURNING,STEEL,TGC,0.3,35,5,83,8,2,Y,V_Turn_Std
J202,J202_Op2,2,B,200,MILLING,STEEL,TGA,0.22,25,5,83,8,2,N,N/A
J202,J202_Op3,3,B,200,GRINDING,STEEL,TGD,0.08,10,5,83,8,2,Y,V_Grind_Pro
J203,J203_Op1,1,C,80,MILLING,BRASS,TGB,0.56,25,5,84,3,4,Y,V_Mill_Std
J203,J203_Op2,2,C,80,DRILLING,BRASS,TGC,0.18,15,5,84,3,4,N,N/A
J204,J204_Op1,1,D,300,TURNING,TITAN,TGA,0.6,40,10,84,10,1,N,N/A
J204,J204_Op2,2,D,300,MILLING,TITAN,TGD,0.45,35,10,84,10,1,Y,V_Mill_Pro
J205,J205_Op1,1,E,120,MILLING,ALUM,TGC,0.38,30,5,85,6,3,Y,V_Mill_Std
J205,J205_Op2,2,E,120,TURNING,ALUM,TGD,0.25,20,5,85,6,3,N,N/A
J206,J206_Op1,1,F,180,TURNING,STEEL,TGA,0.4,35,5,85,7,2,Y,V_Turn_Std
J206,J206_Op2,2,F,180,MILLING,STEEL,TGB,0.32,30,5,85,7,2,N,N/A
J206,J206_Op3,3,F,180,GRINDING,STEEL,TGC,0.1,10,5,85,7,2,Y,V_Grind_Pro
J207,J207_Op1,1,G,90,MILLING,BRASS,TGD,0.7,45,5,86,4,4,N,N/A
J207,J207_Op2,2,G,90,DRILLING,BRASS,TGA,0.2,15,5,86,4,4,N,N/A
J208,J208_Op1,1,H,250,TURNING,TITAN,TGB,0.55,40,10,86,9,1,N,N/A
J208,J208_Op2,2,H,250,MILLING,TITAN,TGC,0.5,45,10,86,9,1,Y,V_Mill_Pro
J209,J209_Op1,1,I,160,MILLING,ALUM,TGD,0.45,25,5,87,6,3,Y,V_Mill_Std
J209,J209_Op2,2,I,160,TURNING,ALUM,TGA,0.3,20,5,87,6,3,N,N/A
